,titles
1311,G46b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1312,"G46c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1313,G46d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1314,G46a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) I. HALLUCINOGENS 
1315,G46b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1316,"G46c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1317,G46d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1318,G46a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) J. HEROIN 
1319,G46b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1320,"G46c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1321,G46d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1322,"G25/G47. Did you often use much larger amounts of [alcohol/(or)/ DRUG/any of the (other) substances circled] than you intended to when you began, or did you use (it/them) for a longer period of time than you intended to? "
1323,G47a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) A. ALCOHOL 
1324,G47b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1325,"G47c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1326,G47d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1327,G47a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) B. SEDATIVES 
1328,G47b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1329,"G47c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1330,G47d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1331,G47a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) C. TRANQUILIZERS 
1332,G47b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1333,"G47c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1334,G47d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1335,G47a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) D. STIMULANTS 
1336,G47b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1337,"G47c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1338,G47d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1339,G47a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) E. ANALGESICS 
1340,G47b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1341,"G47c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1342,G47d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1343,G47a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) F. INHALANTS 
1344,G47b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1345,"G47c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past "
1346,G47d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? 
1347,G47a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) G. MARIJUANA 
1348,G47b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1349,"G47c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1350,G47d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1351,G47a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) H. COCAINE 
1352,G47b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1353,"G47c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1354,G47d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1355,G47a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) I. HALLUCINOGENS 
1356,G47b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1357,"G47c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1358,G47d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1359,G47a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) J. HEROIN 
1360,G47b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1361,"G47c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1362,G47d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1363,G26/G48. Did you often start using [alcohol/(or)/DRUG/any of the (other) substances circled] and find it difficult to stop before you became completely intoxicated or high? 
1364,G48a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) A. ALCOHOL 
1365,G48b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1366,"G48c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1367,G48d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1368,G48a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) B. SEDATIVES 
1369,G48b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1370,"G48c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1371,G48d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1372,G48a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) C. TRANQUILIZERS 
1373,G48b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1374,"G48c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1375,G48d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1376,G48a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) D. STIMULANTS 
1377,G48b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1378,"G48c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1379,G48d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1380,G48a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) E. ANALGESICS 
1381,G48b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1382,"G48c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1383,G48d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1384,G48a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) F. INHALANTS 
1385,G48b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1386,"G48c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past "
1387,G48d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? 
1388,G48a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) G. MARIJUANA 
1389,G48b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1390,"G48c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1391,G48d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1392,G48a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) H. COCAINE 
1393,G48b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1394,"G48c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1395,G48d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1396,G48a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) I. HALLUCINOGENS 
1397,G48b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1398,"G48c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1399,G48d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1400,G48a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) J. HEROIN 
1401,G48b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1402,"G48c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1403,G48d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1404,G27/G49. Did you ever find that you had to use more [alcohol/ (or)/DRUG/of any of the (other) substances circled] than usual to get the same effect or that the same amount had less effect on you than before? 
1405,G49a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) A. ALCOHOL 
1406,G49b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1407,"G49c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago? "
1408,G49d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? 
1409,G49a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) B. SEDATIVES 
1410,G49b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1411,"G49c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago? "
1412,G49d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? 
1413,G49a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) C. TRANQUILIZERS 
1414,G49b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1415,"G49c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago? "
1416,G49d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? 
1417,G49a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) D. STIMULANTS 
1418,G49b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1419,"G49c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago? "
1420,G49d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? 
1421,G49a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) E. ANALGESICS 
